,county,state,population 2019,county-state
2608,Coleman,Texas,8175,Coleman - Texas
2609,Collin,Texas,1034730,Collin - Texas
2610,Collingsworth,Texas,2920,Collingsworth - Texas
2611,Colorado,Texas,21493,Colorado - Texas
2612,Comal,Texas,156209,Comal - Texas
2613,Comanche,Texas,13635,Comanche - Texas
2614,Concho,Texas,2726,Concho - Texas
2615,Cooke,Texas,41257,Cooke - Texas
2616,Coryell,Texas,75951,Coryell - Texas
2617,Cottle,Texas,1398,Cottle - Texas
2618,Crane,Texas,4797,Crane - Texas
2619,Crockett,Texas,3464,Crockett - Texas
2620,Crosby,Texas,5737,Crosby - Texas
2621,Culberson,Texas,2171,Culberson - Texas
2622,Dallam,Texas,7287,Dallam - Texas
2623,Dallas,Texas,2635516,Dallas - Texas
2624,Dawson,Texas,12728,Dawson - Texas
2625,Deaf Smith,Texas,18546,Deaf Smith - Texas
2626,Delta,Texas,5331,Delta - Texas
2627,Denton,Texas,887207,Denton - Texas
2628,DeWitt,Texas,20160,DeWitt - Texas
2629,Dickens,Texas,2211,Dickens - Texas
2630,Dimmit,Texas,10124,Dimmit - Texas
2631,Donley,Texas,3278,Donley - Texas
2632,Duval,Texas,11157,Duval - Texas
2633,Eastland,Texas,18360,Eastland - Texas
2634,Ector,Texas,166223,Ector - Texas
2635,Edwards,Texas,1932,Edwards - Texas
2636,Ellis,Texas,184826,Ellis - Texas
2637,El Paso,Texas,839238,El Paso - Texas
2638,Erath,Texas,42698,Erath - Texas
2639,Falls,Texas,17297,Falls - Texas
2640,Fannin,Texas,35514,Fannin - Texas
2641,Fayette,Texas,25346,Fayette - Texas
2642,Fisher,Texas,3830,Fisher - Texas
2643,Floyd,Texas,5712,Floyd - Texas
2644,Foard,Texas,1155,Foard - Texas
2645,Fort Bend,Texas,811688,Fort Bend - Texas
2646,Franklin,Texas,10725,Franklin - Texas
2647,Freestone,Texas,19717,Freestone - Texas
2648,Frio,Texas,20306,Frio - Texas
2649,Gaines,Texas,21492,Gaines - Texas
2650,Galveston,Texas,342139,Galveston - Texas
2651,Garza,Texas,6229,Garza - Texas
2652,Gillespie,Texas,26988,Gillespie - Texas
2653,Glasscock,Texas,1409,Glasscock - Texas
2654,Goliad,Texas,7658,Goliad - Texas
2655,Gonzales,Texas,20837,Gonzales - Texas
2656,Gray,Texas,21886,Gray - Texas
2657,Grayson,Texas,136212,Grayson - Texas
2658,Gregg,Texas,123945,Gregg - Texas
2659,Grimes,Texas,28880,Grimes - Texas
2660,Guadalupe,Texas,166847,Guadalupe - Texas
2661,Hale,Texas,33406,Hale - Texas
2662,Hall,Texas,2964,Hall - Texas
2663,Hamilton,Texas,8461,Hamilton - Texas
2664,Hansford,Texas,5399,Hansford - Texas
2665,Hardeman,Texas,3933,Hardeman - Texas
2666,Hardin,Texas,57602,Hardin - Texas
2667,Harris,Texas,4713325,Harris - Texas
2668,Harrison,Texas,66553,Harrison - Texas
2669,Hartley,Texas,5576,Hartley - Texas
2670,Haskell,Texas,5658,Haskell - Texas
2671,Hays,Texas,230191,Hays - Texas
2672,Hemphill,Texas,3819,Hemphill - Texas
2673,Henderson,Texas,82737,Henderson - Texas
2674,Hidalgo,Texas,868707,Hidalgo - Texas
2675,Hill,Texas,36649,Hill - Texas
2676,Hockley,Texas,23021,Hockley - Texas
2677,Hood,Texas,61643,Hood - Texas
2678,Hopkins,Texas,37084,Hopkins - Texas
2679,Houston,Texas,22968,Houston - Texas
2680,Howard,Texas,36664,Howard - Texas
2681,Hudspeth,Texas,4886,Hudspeth - Texas
2682,Hunt,Texas,98594,Hunt - Texas
2683,Hutchinson,Texas,20938,Hutchinson - Texas
2684,Irion,Texas,1536,Irion - Texas
2685,Jack,Texas,8935,Jack - Texas
2686,Jackson,Texas,14760,Jackson - Texas
2687,Jasper,Texas,35529,Jasper - Texas
2688,Jeff Davis,Texas,2274,Jeff Davis - Texas
2689,Jefferson,Texas,251565,Jefferson - Texas
2690,Jim Hogg,Texas,5200,Jim Hogg - Texas
2691,Jim Wells,Texas,40482,Jim Wells - Texas
2692,Johnson,Texas,175817,Johnson - Texas
2693,Jones,Texas,20083,Jones - Texas
2694,Karnes,Texas,15601,Karnes - Texas
2695,Kaufman,Texas,136154,Kaufman - Texas
2696,Kendall,Texas,47431,Kendall - Texas
2697,Kenedy,Texas,404,Kenedy - Texas
2698,Kent,Texas,762,Kent - Texas
2699,Kerr,Texas,52600,Kerr - Texas
2700,Kimble,Texas,4337,Kimble - Texas
2701,King,Texas,272,King - Texas
2702,Kinney,Texas,3667,Kinney - Texas
2703,Kleberg,Texas,30680,Kleberg - Texas
2704,Knox,Texas,3664,Knox - Texas
2705,Lamar,Texas,49859,Lamar - Texas
2706,Lamb,Texas,12893,Lamb - Texas
2707,Lampasas,Texas,21428,Lampasas - Texas
2708,La Salle,Texas,7520,La Salle - Texas
2709,Lavaca,Texas,20154,Lavaca - Texas
2710,Lee,Texas,17239,Lee - Texas
2711,Leon,Texas,17404,Leon - Texas
2712,Liberty,Texas,88219,Liberty - Texas
2713,Limestone,Texas,23437,Limestone - Texas
2714,Lipscomb,Texas,3233,Lipscomb - Texas
2715,Live Oak,Texas,12207,Live Oak - Texas
2716,Llano,Texas,21795,Llano - Texas
2717,Loving,Texas,169,Loving - Texas
2718,Lubbock,Texas,310569,Lubbock - Texas
2719,Lynn,Texas,5951,Lynn - Texas
2720,McCulloch,Texas,7984,McCulloch - Texas
2721,McLennan,Texas,256623,McLennan - Texas
2722,McMullen,Texas,743,McMullen - Texas
2723,Madison,Texas,14284,Madison - Texas
2724,Marion,Texas,9854,Marion - Texas
2725,Martin,Texas,5771,Martin - Texas
2726,Mason,Texas,4274,Mason - Texas
2727,Matagorda,Texas,36643,Matagorda - Texas
2728,Maverick,Texas,58722,Maverick - Texas
2729,Medina,Texas,51584,Medina - Texas
2730,Menard,Texas,2138,Menard - Texas
2731,Midland,Texas,176832,Midland - Texas
2732,Milam,Texas,24823,Milam - Texas
2733,Mills,Texas,4873,Mills - Texas
2734,Mitchell,Texas,8545,Mitchell - Texas
2735,Montague,Texas,19818,Montague - Texas
2736,Montgomery,Texas,607391,Montgomery - Texas
2737,Moore,Texas,20940,Moore - Texas
2738,Morris,Texas,12388,Morris - Texas
2739,Motley,Texas,1200,Motley - Texas
2740,Nacogdoches,Texas,65204,Nacogdoches - Texas
2741,Navarro,Texas,50113,Navarro - Texas
2742,Newton,Texas,13595,Newton - Texas
2743,Nolan,Texas,14714,Nolan - Texas
2744,Nueces,Texas,362294,Nueces - Texas
2745,Ochiltree,Texas,9836,Ochiltree - Texas
2746,Oldham,Texas,2112,Oldham - Texas
2747,Orange,Texas,83396,Orange - Texas
2748,Palo Pinto,Texas,29189,Palo Pinto - Texas
2749,Panola,Texas,23194,Panola - Texas
2750,Parker,Texas,142878,Parker - Texas
2751,Parmer,Texas,9605,Parmer - Texas
2752,Pecos,Texas,15823,Pecos - Texas
2753,Polk,Texas,51353,Polk - Texas
2754,Potter,Texas,117415,Potter - Texas
2755,Presidio,Texas,6704,Presidio - Texas
2756,Rains,Texas,12514,Rains - Texas
2757,Randall,Texas,137713,Randall - Texas
2758,Reagan,Texas,3849,Reagan - Texas
2759,Real,Texas,3452,Real - Texas
2760,Red River,Texas,12023,Red River - Texas
2761,Reeves,Texas,15976,Reeves - Texas
2762,Refugio,Texas,6948,Refugio - Texas
2763,Roberts,Texas,854,Roberts - Texas
2764,Robertson,Texas,17074,Robertson - Texas
2765,Rockwall,Texas,104915,Rockwall - Texas
2766,Runnels,Texas,10264,Runnels - Texas
2767,Rusk,Texas,54406,Rusk - Texas
2768,Sabine,Texas,10542,Sabine - Texas
2769,San Augustine,Texas,8237,San Augustine - Texas
2770,San Jacinto,Texas,28859,San Jacinto - Texas
2771,San Patricio,Texas,66730,San Patricio - Texas
2772,San Saba,Texas,6055,San Saba - Texas
2773,Schleicher,Texas,2793,Schleicher - Texas
2774,Scurry,Texas,16703,Scurry - Texas
2775,Shackelford,Texas,3265,Shackelford - Texas
2776,Shelby,Texas,25274,Shelby - Texas
2777,Sherman,Texas,3022,Sherman - Texas
2778,Smith,Texas,232751,Smith - Texas
2779,Somervell,Texas,9128,Somervell - Texas
2780,Starr,Texas,64633,Starr - Texas
2781,Stephens,Texas,9366,Stephens - Texas
2782,Sterling,Texas,1291,Sterling - Texas
2783,Stonewall,Texas,1350,Stonewall - Texas
2784,Sutton,Texas,3776,Sutton - Texas
2785,Swisher,Texas,7397,Swisher - Texas
2786,Tarrant,Texas,2102515,Tarrant - Texas
2787,Taylor,Texas,138034,Taylor - Texas
2788,Terrell,Texas,776,Terrell - Texas
2789,Terry,Texas,12337,Terry - Texas
2790,Throckmorton,Texas,1501,Throckmorton - Texas
2791,Titus,Texas,32750,Titus - Texas
2792,Tom Green,Texas,119200,Tom Green - Texas
2793,Travis,Texas,1273954,Travis - Texas
2794,Trinity,Texas,14651,Trinity - Texas
2795,Tyler,Texas,21672,Tyler - Texas
2796,Upshur,Texas,41753,Upshur - Texas
2797,Upton,Texas,3657,Upton - Texas
2798,Uvalde,Texas,26741,Uvalde - Texas
2799,Val Verde,Texas,49025,Val Verde - Texas
2800,Van Zandt,Texas,56590,Van Zandt - Texas
2801,Victoria,Texas,92084,Victoria - Texas
2802,Walker,Texas,72971,Walker - Texas
2803,Waller,Texas,55246,Waller - Texas
2804,Ward,Texas,11998,Ward - Texas
2805,Washington,Texas,35882,Washington - Texas
2806,Webb,Texas,276652,Webb - Texas
2807,Wharton,Texas,41556,Wharton - Texas
2808,Wheeler,Texas,5056,Wheeler - Texas
2809,Wichita,Texas,132230,Wichita - Texas
2810,Wilbarger,Texas,12769,Wilbarger - Texas
2811,Willacy,Texas,21358,Willacy - Texas
2812,Williamson,Texas,590551,Williamson - Texas
2813,Wilson,Texas,51070,Wilson - Texas
2814,Winkler,Texas,8010,Winkler - Texas
2815,Wise,Texas,69984,Wise - Texas
2816,Wood,Texas,45539,Wood - Texas
2817,Yoakum,Texas,8713,Yoakum - Texas
2818,Young,Texas,18010,Young - Texas
2819,Zapata,Texas,14179,Zapata - Texas
2820,Zavala,Texas,11840,Zavala - Texas
2821,Utah,Utah,3205958,UtahState - Utah
2822,Beaver,Utah,6710,Beaver - Utah
2823,Box Elder,Utah,56046,Box Elder - Utah
2824,Cache,Utah,128289,Cache - Utah
2825,Carbon,Utah,20463,Carbon - Utah
2826,Daggett,Utah,950,Daggett - Utah
2827,Davis,Utah,355481,Davis - Utah
2828,Duchesne,Utah,19938,Duchesne - Utah
2829,Emery,Utah,10012,Emery - Utah
2830,Garfield,Utah,5051,Garfield - Utah
2831,Grand,Utah,9754,Grand - Utah
2832,Iron,Utah,54839,Iron - Utah
2833,Juab,Utah,12017,Juab - Utah
2834,Kane,Utah,7886,Kane - Utah
2835,Millard,Utah,13188,Millard - Utah
2836,Morgan,Utah,12124,Morgan - Utah
2837,Piute,Utah,1479,Piute - Utah
2838,Rich,Utah,2483,Rich - Utah
2839,Salt Lake,Utah,1160437,Salt Lake  - Utah
2840,San Juan,Utah,15308,San Juan - Utah
2841,Sanpete,Utah,30939,Sanpete - Utah
2842,Sevier,Utah,21620,Sevier - Utah
2843,Summit,Utah,42145,Summit - Utah
2844,Tooele,Utah,72259,Tooele - Utah
2845,Uintah,Utah,35734,Uintah - Utah
2846,Utah,Utah,636235,Utah - Utah
2847,Wasatch,Utah,34091,Wasatch - Utah
2848,Washington,Utah,177556,Washington - Utah
2849,Wayne,Utah,2711,Wayne - Utah
2850,Weber,Utah,260213,Weber - Utah
2851,Vermont,Vermont,623989,Vermont - Vermont
2852,Addison,Vermont,36777,Addison - Vermont
2853,Bennington,Vermont,35470,Bennington - Vermont
2854,Caledonia,Vermont,29993,Caledonia - Vermont
2855,Chittenden,Vermont,163774,Chittenden - Vermont
2856,Essex,Vermont,6163,Essex - Vermont
2857,Franklin,Vermont,49402,Franklin - Vermont
2858,Grand Isle,Vermont,7235,Grand Isle - Vermont
2859,Lamoille,Vermont,25362,Lamoille - Vermont
2860,Orange,Vermont,28892,Orange - Vermont
2861,Orleans,Vermont,27037,Orleans - Vermont
2862,Rutland,Vermont,58191,Rutland - Vermont
2863,Washington,Vermont,58409,Washington - Vermont
2864,Windham,Vermont,42222,Windham - Vermont
2865,Windsor,Vermont,55062,Windsor - Vermont
2866,Virginia,Virginia,8535519,Virginia - Virginia
2867,Accomack,Virginia,32316,Accomack - Virginia
2868,Albemarle,Virginia,109330,Albemarle - Virginia
2869,Alleghany,Virginia,14860,Alleghany - Virginia
2870,Amelia,Virginia,13145,Amelia - Virginia
2871,Amherst,Virginia,31605,Amherst - Virginia
2872,Appomattox,Virginia,15911,Appomattox - Virginia
2873,Arlington,Virginia,236842,Arlington - Virginia
2874,Augusta,Virginia,75558,Augusta - Virginia
2875,Bath,Virginia,4147,Bath - Virginia
2876,Bedford,Virginia,78997,Bedford - Virginia
2877,Bland,Virginia,6280,Bland - Virginia
2878,Botetourt,Virginia,33419,Botetourt - Virginia
2879,Brunswick,Virginia,16231,Brunswick - Virginia
2880,Buchanan,Virginia,21004,Buchanan - Virginia
2881,Buckingham,Virginia,17148,Buckingham - Virginia
2882,Campbell,Virginia,54885,Campbell - Virginia
2883,Caroline,Virginia,30725,Caroline - Virginia
2884,Carroll,Virginia,29791,Carroll - Virginia
2885,Charles City,Virginia,6963,Charles City - Virginia
2886,Charlotte,Virginia,11880,Charlotte - Virginia
2887,Chesterfield,Virginia,352802,Chesterfield - Virginia
2888,Clarke,Virginia,14619,Clarke - Virginia
2889,Craig,Virginia,5131,Craig - Virginia
2890,Culpeper,Virginia,52605,Culpeper - Virginia
2891,Cumberland,Virginia,9932,Cumberland - Virginia
2892,Dickenson,Virginia,14318,Dickenson - Virginia
2893,Dinwiddie,Virginia,28544,Dinwiddie - Virginia
2894,Essex,Virginia,10953,Essex - Virginia
2895,Fairfax,Virginia,1147532,Fairfax - Virginia
2896,Fauquier,Virginia,71222,Fauquier - Virginia
2897,Floyd,Virginia,15749,Floyd - Virginia
2898,Fluvanna,Virginia,27270,Fluvanna - Virginia
2899,Franklin,Virginia,56042,Franklin - Virginia
2900,Frederick,Virginia,89313,Frederick - Virginia
2901,Giles,Virginia,16720,Giles - Virginia
2902,Gloucester,Virginia,37348,Gloucester - Virginia
2903,Goochland,Virginia,23753,Goochland - Virginia
2904,Grayson,Virginia,15550,Grayson - Virginia
2905,Greene,Virginia,19819,Greene - Virginia
2906,Greensville,Virginia,11336,Greensville - Virginia
2907,Halifax,Virginia,33911,Halifax - Virginia
2908,Hanover,Virginia,107766,Hanover - Virginia
2909,Henrico,Virginia,330818,Henrico - Virginia
2910,Henry,Virginia,50557,Henry - Virginia
2911,Highland,Virginia,2190,Highland - Virginia
2912,Isle of Wight,Virginia,37109,Isle of Wight - Virginia
2913,James City,Virginia,76523,James City - Virginia
2914,King and Queen,Virginia,7025,King and Queen - Virginia
2915,King George,Virginia,26836,King George - Virginia
2916,King William,Virginia,17148,King William - Virginia
2917,Lancaster,Virginia,10603,Lancaster - Virginia
2918,Lee,Virginia,23423,Lee - Virginia
2919,Loudoun,Virginia,413538,Loudoun - Virginia
2920,Louisa,Virginia,37591,Louisa - Virginia
2921,Lunenburg,Virginia,12196,Lunenburg - Virginia
2922,Madison,Virginia,13261,Madison - Virginia
2923,Mathews,Virginia,8834,Mathews - Virginia
2924,Mecklenburg,Virginia,30587,Mecklenburg - Virginia
2925,Middlesex,Virginia,10582,Middlesex - Virginia
2926,Montgomery,Virginia,98535,Montgomery - Virginia
2927,Nelson,Virginia,14930,Nelson - Virginia
2928,New Kent,Virginia,23091,New Kent - Virginia
2929,Northampton,Virginia,11710,Northampton - Virginia
2930,Northumberland,Virginia,12095,Northumberland - Virginia
2931,Nottoway,Virginia,15232,Nottoway - Virginia
2932,Orange,Virginia,37051,Orange - Virginia
2933,Page,Virginia,23902,Page - Virginia
2934,Patrick,Virginia,17608,Patrick - Virginia
2935,Pittsylvania,Virginia,60354,Pittsylvania - Virginia
2936,Powhatan,Virginia,29652,Powhatan - Virginia
2937,Prince Edward,Virginia,22802,Prince Edward - Virginia
2938,Prince George,Virginia,38353,Prince George - Virginia
2939,Prince William,Virginia,470335,Prince William - Virginia
2940,Pulaski,Virginia,34027,Pulaski - Virginia
2941,Rappahannock,Virginia,7370,Rappahannock - Virginia
2942,Richmond,Virginia,9023,Richmond - Virginia
2943,Roanoke,Virginia,94186,Roanoke - Virginia
2944,Rockbridge,Virginia,22573,Rockbridge - Virginia
2945,Rockingham,Virginia,81948,Rockingham - Virginia
2946,Russell,Virginia,26586,Russell - Virginia
2947,Scott,Virginia,21566,Scott - Virginia
2948,Shenandoah,Virginia,43616,Shenandoah - Virginia
2949,Smyth,Virginia,30104,Smyth - Virginia
2950,Southampton,Virginia,17631,Southampton - Virginia
2951,Spotsylvania,Virginia,136215,Spotsylvania - Virginia
2952,Stafford,Virginia,152882,Stafford - Virginia
2953,Surry,Virginia,6422,Surry - Virginia
2954,Sussex,Virginia,11159,Sussex - Virginia
2955,Tazewell,Virginia,40595,Tazewell - Virginia
2956,Warren,Virginia,40164,Warren - Virginia
2957,Washington,Virginia,53740,Washington - Virginia
2958,Westmoreland,Virginia,18015,Westmoreland - Virginia
2959,Wise,Virginia,37383,Wise - Virginia
2960,Wythe,Virginia,28684,Wythe - Virginia
2961,York,Virginia,68280,York - Virginia
2962,Alexandria city,Virginia,159428,Alexandria city - Virginia
2963,Bristol city,Virginia,16762,Bristol city - Virginia
2964,Buena Vista city,Virginia,6478,Buena Vista city - Virginia
2965,Charlottesville city,Virginia,47266,Charlottesville city - Virginia
2966,Chesapeake city,Virginia,244835,Chesapeake city - Virginia
2967,Colonial Heights city,Virginia,17370,Colonial Heights city - Virginia
2968,Covington city,Virginia,5538,Covington city - Virginia
2969,Danville city,Virginia,40044,Danville city - Virginia
2970,Emporia city,Virginia,5346,Emporia city - Virginia
2971,Fairfax city,Virginia,24019,Fairfax city - Virginia
2972,Falls Church city,Virginia,14617,Falls Church city - Virginia
2973,Franklin city,Virginia,7967,Franklin city - Virginia
2974,Fredericksburg city,Virginia,29036,Fredericksburg city - Virginia
2975,Galax city,Virginia,6347,Galax city - Virginia
2976,Hampton city,Virginia,134510,Hampton city - Virginia
2977,Harrisonburg city,Virginia,53016,Harrisonburg city - Virginia
2978,Hopewell city,Virginia,22529,Hopewell city - Virginia
2979,Lexington city,Virginia,7446,Lexington city - Virginia
2980,Lynchburg city,Virginia,82168,Lynchburg city - Virginia
2981,Manassas city,Virginia,41085,Manassas city - Virginia
2982,Manassas Park city,Virginia,17478,Manassas Park city - Virginia
2983,Martinsville city,Virginia,12554,Martinsville city - Virginia
2984,Newport News city,Virginia,179225,Newport News city - Virginia
2985,Norfolk city,Virginia,242742,Norfolk city - Virginia
2986,Norton city,Virginia,3981,Norton city - Virginia
2987,Petersburg city,Virginia,31346,Petersburg city - Virginia
2988,Poquoson city,Virginia,12271,Poquoson city - Virginia
2989,Portsmouth city,Virginia,94398,Portsmouth city - Virginia
2990,Radford city,Virginia,18249,Radford city - Virginia
2991,Richmond city,Virginia,230436,Richmond city - Virginia
2992,Roanoke city,Virginia,99143,Roanoke city - Virginia
2993,Salem city,Virginia,25301,Salem city - Virginia
2994,Staunton city,Virginia,24932,Staunton city - Virginia
2995,Suffolk city,Virginia,92108,Suffolk city - Virginia
2996,Virginia Beach city,Virginia,449974,Virginia Beach city - Virginia
2997,Waynesboro city,Virginia,22630,Waynesboro city - Virginia
2998,Williamsburg city,Virginia,14954,Williamsburg city - Virginia
2999,Winchester city,Virginia,28078,Winchester city - Virginia
3000,Washington,Washington,7614893,Washington - Washington
3001,Adams,Washington,19983,Adams - Washington
3002,Asotin,Washington,22582,Asotin - Washington
3003,Benton,Washington,204390,Benton - Washington
3004,Chelan,Washington,77200,Chelan - Washington
3005,Clallam,Washington,77331,Clallam - Washington
3006,Clark,Washington,488241,Clark - Washington
3007,Columbia,Washington,3985,Columbia - Washington
3008,Cowlitz,Washington,110593,Cowlitz - Washington
3009,Douglas,Washington,43429,Douglas - Washington
3010,Ferry,Washington,7627,Ferry - Washington
3011,Franklin,Washington,95222,Franklin - Washington
3012,Garfield,Washington,2225,Garfield - Washington
3013,Grant,Washington,97733,Grant - Washington
3014,Grays Harbor,Washington,75061,Grays Harbor - Washington
3015,Island,Washington,85141,Island - Washington
3016,Jefferson,Washington,32221,Jefferson - Washington
3017,King,Washington,2252782,King - Washington
3018,Kitsap,Washington,271473,Kitsap - Washington
3019,Kittitas,Washington,47935,Kittitas - Washington
3020,Klickitat,Washington,22425,Klickitat - Washington
3021,Lewis,Washington,80707,Lewis - Washington
3022,Lincoln,Washington,10939,Lincoln - Washington
3023,Mason,Washington,66768,Mason - Washington
3024,Okanogan,Washington,42243,Okanogan - Washington
3025,Pacific,Washington,22471,Pacific - Washington
3026,Pend Oreille,Washington,13724,Pend Oreille - Washington
3027,Pierce,Washington,904980,Pierce - Washington
3028,San Juan,Washington,17582,San Juan - Washington
3029,Skagit,Washington,129205,Skagit - Washington
3030,Skamania,Washington,12083,Skamania - Washington
3031,Snohomish,Washington,822083,Snohomish - Washington
3032,Spokane,Washington,522798,Spokane - Washington
3033,Stevens,Washington,45723,Stevens - Washington
3034,Thurston,Washington,290536,Thurston - Washington
3035,Wahkiakum,Washington,4488,Wahkiakum - Washington
3036,Walla Walla,Washington,60760,Walla Walla - Washington
3037,Whatcom,Washington,229247,Whatcom - Washington
3038,Whitman,Washington,50104,Whitman - Washington
3039,Yakima,Washington,250873,Yakima - Washington
3040,West Virginia,West Virginia,1792147,West Virginia - West Virginia
3041,Barbour,West Virginia,16441,Barbour - West Virginia
3042,Berkeley,West Virginia,119171,Berkeley - West Virginia
3043,Boone,West Virginia,21457,Boone - West Virginia
3044,Braxton,West Virginia,13957,Braxton - West Virginia
3045,Brooke,West Virginia,21939,Brooke - West Virginia
3046,Cabell,West Virginia,91945,Cabell - West Virginia
3047,Calhoun,West Virginia,7109,Calhoun - West Virginia
3048,Clay,West Virginia,8508,Clay - West Virginia
3049,Doddridge,West Virginia,8448,Doddridge - West Virginia
3050,Fayette,West Virginia,42406,Fayette - West Virginia
3051,Gilmer,West Virginia,7823,Gilmer - West Virginia
3052,Grant,West Virginia,11568,Grant - West Virginia
3053,Greenbrier,West Virginia,34662,Greenbrier - West Virginia
3054,Hampshire,West Virginia,23175,Hampshire - West Virginia
3055,Hancock,West Virginia,28810,Hancock - West Virginia
3056,Hardy,West Virginia,13776,Hardy - West Virginia
3057,Harrison,West Virginia,67256,Harrison - West Virginia
3058,Jackson,West Virginia,28576,Jackson - West Virginia
3059,Jefferson,West Virginia,57146,Jefferson - West Virginia
3060,Kanawha,West Virginia,178124,Kanawha - West Virginia
3061,Lewis,West Virginia,15907,Lewis - West Virginia
3062,Lincoln,West Virginia,20409,Lincoln - West Virginia
3063,Logan,West Virginia,32019,Logan - West Virginia
3064,McDowell,West Virginia,17624,McDowell - West Virginia
3065,Marion,West Virginia,56072,Marion - West Virginia
3066,Marshall,West Virginia,30531,Marshall - West Virginia
3067,Mason,West Virginia,26516,Mason - West Virginia
3068,Mercer,West Virginia,58758,Mercer - West Virginia
3069,Mineral,West Virginia,26868,Mineral - West Virginia
3070,Mingo,West Virginia,23424,Mingo - West Virginia
3071,Monongalia,West Virginia,105612,Monongalia - West Virginia
3072,Monroe,West Virginia,13275,Monroe - West Virginia
3073,Morgan,West Virginia,17884,Morgan - West Virginia
3074,Nicholas,West Virginia,24496,Nicholas - West Virginia
3075,Ohio,West Virginia,41411,Ohio - West Virginia
3076,Pendleton,West Virginia,6969,Pendleton - West Virginia
3077,Pleasants,West Virginia,7460,Pleasants - West Virginia
3078,Pocahontas,West Virginia,8247,Pocahontas - West Virginia
3079,Preston,West Virginia,33432,Preston - West Virginia
3080,Putnam,West Virginia,56450,Putnam - West Virginia
3081,Raleigh,West Virginia,73361,Raleigh - West Virginia
3082,Randolph,West Virginia,28695,Randolph - West Virginia
3083,Ritchie,West Virginia,9554,Ritchie - West Virginia
3084,Roane,West Virginia,13688,Roane - West Virginia
3085,Summers,West Virginia,12573,Summers - West Virginia
3086,Taylor,West Virginia,16695,Taylor - West Virginia
3087,Tucker,West Virginia,6839,Tucker - West Virginia
3088,Tyler,West Virginia,8591,Tyler - West Virginia
3089,Upshur,West Virginia,24176,Upshur - West Virginia
3090,Wayne,West Virginia,39402,Wayne - West Virginia
3091,Webster,West Virginia,8114,Webster - West Virginia
3092,Wetzel,West Virginia,15065,Wetzel - West Virginia
3093,Wirt,West Virginia,5821,Wirt - West Virginia
3094,Wood,West Virginia,83518,Wood - West Virginia
3095,Wyoming,West Virginia,20394,Wyoming - West Virginia
3096,Wisconsin,Wisconsin,5822434,Wisconsin - Wisconsin
3097,Adams,Wisconsin,20220,Adams - Wisconsin
3098,Ashland,Wisconsin,15562,Ashland - Wisconsin
3099,Barron,Wisconsin,45244,Barron - Wisconsin
3100,Bayfield,Wisconsin,15036,Bayfield - Wisconsin
3101,Brown,Wisconsin,264542,Brown - Wisconsin
3102,Buffalo,Wisconsin,13031,Buffalo - Wisconsin
3103,Burnett,Wisconsin,15414,Burnett - Wisconsin
3104,Calumet,Wisconsin,50089,Calumet - Wisconsin
3105,Chippewa,Wisconsin,64658,Chippewa - Wisconsin
3106,Clark,Wisconsin,34774,Clark - Wisconsin
3107,Columbia,Wisconsin,57532,Columbia - Wisconsin
3108,Crawford,Wisconsin,16131,Crawford - Wisconsin
3109,Dane,Wisconsin,546695,Dane - Wisconsin
3110,Dodge,Wisconsin,87839,Dodge - Wisconsin
3111,Door,Wisconsin,27668,Door - Wisconsin
3112,Douglas,Wisconsin,43150,Douglas - Wisconsin
3113,Dunn,Wisconsin,45368,Dunn - Wisconsin
3114,Eau Claire,Wisconsin,104646,Eau Claire - Wisconsin
3115,Florence,Wisconsin,4295,Florence - Wisconsin
3116,Fond du Lac,Wisconsin,103403,Fond du Lac - Wisconsin
3117,Forest,Wisconsin,9004,Forest - Wisconsin
3118,Grant,Wisconsin,51439,Grant - Wisconsin
3119,Green,Wisconsin,36960,Green - Wisconsin
3120,Green Lake,Wisconsin,18913,Green Lake - Wisconsin
3121,Iowa,Wisconsin,23678,Iowa - Wisconsin
3122,Iron,Wisconsin,5687,Iron - Wisconsin
3123,Jackson,Wisconsin,20643,Jackson - Wisconsin
3124,Jefferson,Wisconsin,84769,Jefferson - Wisconsin
3125,Juneau,Wisconsin,26687,Juneau - Wisconsin
3126,Kenosha,Wisconsin,169561,Kenosha - Wisconsin
3127,Kewaunee,Wisconsin,20434,Kewaunee - Wisconsin
3128,La Crosse,Wisconsin,118016,La Crosse - Wisconsin
3129,Lafayette,Wisconsin,16665,Lafayette - Wisconsin
3130,Langlade,Wisconsin,19189,Langlade - Wisconsin
3131,Lincoln,Wisconsin,27593,Lincoln - Wisconsin
3132,Manitowoc,Wisconsin,78981,Manitowoc - Wisconsin
3133,Marathon,Wisconsin,135692,Marathon - Wisconsin
3134,Marinette,Wisconsin,40350,Marinette - Wisconsin
3135,Marquette,Wisconsin,15574,Marquette - Wisconsin
3136,Menominee,Wisconsin,4556,Menominee - Wisconsin
3137,Milwaukee,Wisconsin,945726,Milwaukee - Wisconsin
3138,Monroe,Wisconsin,46253,Monroe - Wisconsin
3139,Oconto,Wisconsin,37930,Oconto - Wisconsin
3140,Oneida,Wisconsin,35595,Oneida - Wisconsin
3141,Outagamie,Wisconsin,187885,Outagamie - Wisconsin
3142,Ozaukee,Wisconsin,89221,Ozaukee - Wisconsin
3143,Pepin,Wisconsin,7287,Pepin - Wisconsin
3144,Pierce,Wisconsin,42754,Pierce - Wisconsin
3145,Polk,Wisconsin,43783,Polk - Wisconsin
